PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI
9.617,33.585,36.389,5.614,0.712,20.016,18.132,35.29,90.0
36.618,85.374,36.874,2.303,1.043,47.456,8.685,73.12,92.0
19.576,60.25,18.158,8.217,0.774,46.762,15.493,32.057,60.0
24.771,84.767,26.593,9.314,0.53,29.609,16.755,59.836,84.0
56.997,67.062,20.738,3.873,1.248,38.238,20.419,77.484,113.0
72.324,77.846,39.209,2.702,1.267,35.8,26.92,35.63,144.0
33.806,67.702,25.346,9.533,1.089,73.267,7.826,44.045,67.0
8.396,75.998,32.604,7.428,0.662,45.168,26.933,45.53,81.0
9.22,88.394,20.772,5.67,0.725,65.764,5.229,59.87,88.0
42.231,58.685,53.197,5.484,0.824,51.637,33.473,40.753,132.0
34.547,57.549,44.184,8.021,0.892,48.558,37.427,64.251,110.0
32.329,112.842,21.427,4.949,0.878,63.804,14.522,64.912,112.0
59.726,97.859,12.013,4.687,0.645,35.601,18.137,87.514,119.0
17.533,44.042,46.327,9.788,0.637,45.085,34.19,47.024,115.0
44.031,62.306,54.852,5.764,1.089,42.734,27.928,62.739,137.0
35.181,56.018,31.108,8.167,0.937,48.43,31.417,65.936,77.0
40.366,62.478,21.881,8.088,1.073,25.743,6.753,44.241,80.0
29.375,97.124,42.634,5.01,0.772,45.809,13.111,83.822,106.0
22.364,75.792,37.048,5.177,1.173,63.232,25.831,40.762,92.0
33.022,69.115,20.221,5.252,1.069,19.39,19.66,82.633,69.0
1.585,63.202,24.466,8.31,1.012,63.328,19.074,42.152,63.0
42.912,100.144,27.106,2.298,0.951,45.468,11.54,41.045,100.0
21.667,59.203,23.532,6.85,0.85,43.666,34.238,42.347,59.0
56.671,84.35,31.363,8.353,0.637,49.416,24.848,50.965,113.0
28.693,96.369,56.192,4.737,0.507,49.275,35.971,75.986,140.0
65.821,42.246,8.663,4.078,0.431,52.401,6.887,76.346,131.0
67.662,34.347,19.651,9.269,0.633,66.808,7.163,82.045,135.0
34.645,45.142,27.177,5.758,0.759,61.001,16.613,49.336,69.0
33.348,80.905,38.288,7.257,0.919,47.062,28.505,68.979,95.0
43.346,115.21,48.146,8.585,0.624,27.818,20.393,46.489,120.0
43.086,63.392,57.952,6.211,0.671,97.411,8.683,64.9,144.0
45.211,86.96,15.454,4.887,0.786,77.506,26.727,80.524,90.0
18.689,54.949,30.65,1.331,0.839,32.235,26.88,26.938,76.0
39.731,42.619,39.489,5.946,0.938,55.522,36.351,77.727,98.0
51.379,62.41,33.252,2.998,0.596,60.271,8.972,35.824,102.0
36.296,82.574,20.702,6.041,0.581,30.58,34.555,80.028,82.0
56.599,102.252,21.93,6.39,0.772,36.438,14.234,31.028,113.0
77.169,30.26,26.21,4.892,0.894,45.823,5.728,83.991,154.0
64.992,89.649,22.844,3.649,1.15,56.419,6.093,72.469,129.0
30.287,30.571,22.926,5.711,0.899,65.719,33.911,62.562,60.0
17.899,80.859,16.598,3.208,0.992,35.379,28.189,53.661,80.0
8.331,81.209,51.263,7.96,0.946,66.884,19.549,35.072,128.0
50.437,67.191,48.152,8.045,0.783,45.109,6.398,30.455,120.0
28.938,93.824,38.888,2.438,1.116,51.581,17.742,78.364,97.0
10.701,81.918,34.3,4.999,0.782,45.99,25.55,81.514,85.0
27.864,78.521,36.529,2.192,1.04,41.427,27.847,60.637,91.0
46.796,44.557,44.371,3.107,0.65,43.646,27.761,66.742,110.0
26.009,83.352,8.775,5.361,0.747,43.123,31.122,39.484,83.0
19.169,103.884,55.628,4.743,0.923,61.186,35.759,87.018,139.0
34.942,120.553,25.016,6.169,0.977,41.303,22.794,35.148,120.0
13.221,107.718,41.262,1.697,0.384,76.382,35.628,68.672,107.0
56.44,72.626,34.685,4.315,1.339,51.325,5.985,51.077,112.0
12.916,109.027,39.511,5.94,0.942,53.846,16.535,87.192,109.0
15.904,43.26,58.021,10.31,0.46,55.808,28.69,34.831,145.0
84.035,59.183,35.569,11.133,0.998,32.835,37.816,66.167,168.0
61.645,105.471,60.272,4.715,0.382,59.888,14.91,73.36,150.0
71.662,72.923,32.67,4.843,0.499,54.887,22.43,70.531,143.0
48.688,64.684,45.149,9.081,0.544,51.181,34.223,74.559,112.0
35.565,75.27,30.533,4.072,0.157,75.081,26.629,69.332,76.0
49.631,94.246,29.453,4.261,0.836,58.821,21.096,48.333,99.0
51.524,80.175,43.698,4.28,0.853,57.464,29.032,46.887,109.0
16.133,69.521,11.062,9.068,0.668,16.462,11.815,26.138,69.0
24.576,85.743,24.917,4.885,0.791,60.493,30.996,88.588,85.0
22.147,95.786,40.688,8.221,0.852,37.262,10.901,55.555,101.0
42.731,66.856,52.529,2.35,1.086,17.288,33.615,84.55,131.0
66.501,114.386,28.986,7.118,1.012,43.325,21.429,28.558,133.0
73.543,39.0,31.116,2.63,0.87,44.615,25.945,25.506,147.0
34.79,72.829,36.513,9.603,0.566,44.422,15.808,76.894,91.0
42.746,95.557,48.515,4.638,0.905,32.223,33.194,29.882,121.0
9.986,100.34,24.632,10.486,0.902,52.791,17.225,77.675,100.0
25.588,66.419,29.444,7.366,0.463,58.118,12.926,67.668,73.0
68.334,29.54,17.082,2.326,0.718,39.423,10.633,28.591,136.0
15.123,64.799,41.559,4.56,0.846,51.81,37.173,40.646,103.0
60.701,92.666,34.495,5.001,1.135,72.999,21.588,59.174,121.0
35.121,50.572,26.693,3.339,1.03,47.531,10.663,46.502,70.0
55.54,40.547,7.876,4.316,0.484,48.003,28.871,54.638,111.0
20.906,86.369,36.657,3.324,1.217,41.779,32.738,28.525,91.0
29.786,66.178,24.66,3.844,0.787,49.475,33.758,79.424,66.0
53.95,109.437,21.889,4.062,0.98,26.807,28.83,71.548,109.0
71.343,57.325,18.931,7.734,0.794,45.806,9.925,87.174,142.0
73.804,75.321,53.495,7.324,1.052,69.049,37.285,46.296,147.0
58.486,102.477,6.043,8.709,1.091,39.132,13.075,75.354,116.0
49.568,58.627,29.345,8.734,0.831,27.86,33.937,25.456,99.0
46.183,72.37,17.343,4.037,0.686,52.875,21.778,28.648,92.0
40.696,5.072,32.22,5.66,0.755,47.938,19.261,42.101,81.0
22.004,115.976,48.573,4.03,0.708,32.897,22.758,61.378,121.0
39.473,97.505,6.178,8.193,0.649,66.771,12.546,82.684,97.0
39.87,67.228,26.818,9.924,1.187,36.507,8.782,35.863,79.0
49.376,45.745,15.903,5.722,0.566,57.135,8.562,36.068,98.0
26.225,67.731,37.627,6.523,0.428,42.106,14.25,58.063,94.0
32.936,87.778,18.576,5.949,0.984,64.071,29.449,81.662,87.0
45.227,59.884,23.07,8.456,0.901,65.984,8.158,52.455,90.0
58.072,104.709,18.585,5.457,0.833,61.091,33.514,28.84,116.0
20.884,87.572,16.598,3.677,1.011,49.483,5.539,64.881,87.0
45.265,101.263,17.548,6.236,0.786,35.68,32.919,53.333,101.0
33.838,55.97,16.362,7.367,0.861,49.678,16.343,81.48,67.0
45.187,77.989,24.893,5.052,0.613,22.284,17.598,59.198,90.0
47.195,58.108,32.531,1.085,0.857,96.03,35.991,47.282,94.0
57.504,49.394,21.675,6.203,1.284,50.212,10.556,61.353,115.0
61.53,34.453,45.755,8.401,1.103,38.811,13.507,72.584,123.0
45.506,92.611,42.676,6.35,0.71,48.247,5.309,83.191,106.0
42.297,59.079,8.591,3.941,0.901,35.661,25.21,52.303,84.0
51.688,76.846,19.126,6.18,0.916,73.07,36.372,45.311,103.0
89.66,75.778,14.685,7.374,0.837,33.375,16.492,83.606,179.0
77.782,47.115,28.952,6.997,1.119,35.85,5.296,69.693,155.0
30.591,93.824,58.441,2.704,0.846,58.444,30.696,65.193,146.0
24.896,55.426,37.493,1.885,0.832,51.428,22.732,63.002,93.0
40.945,69.608,10.579,7.256,0.97,31.577,8.82,48.58,81.0
47.46,45.475,48.727,2.11,1.145,39.726,17.014,52.061,121.0
14.584,59.615,21.795,4.416,0.864,37.706,37.329,39.774,59.0
27.692,95.214,34.387,10.852,0.581,62.195,18.668,52.575,95.0
39.337,75.307,55.832,7.729,1.168,18.263,20.611,51.176,139.0
36.655,78.205,27.686,7.061,0.849,56.208,27.755,37.45,78.0
35.247,41.443,25.632,6.041,0.926,32.475,24.415,27.172,70.0
42.119,122.276,21.939,5.88,0.453,39.342,21.154,26.07,122.0
50.774,62.327,16.585,9.546,0.632,54.932,25.693,50.031,101.0
45.2,82.329,49.134,5.594,1.224,28.807,9.871,45.723,122.0
44.84,87.894,35.152,1.914,1.007,41.254,11.902,60.611,89.0
13.165,39.173,40.047,9.09,0.867,43.569,25.31,59.266,100.0
48.14,83.152,48.268,5.827,0.594,78.604,34.66,71.532,120.0
66.381,40.943,35.801,7.982,0.549,34.526,24.072,64.786,132.0
32.15,49.469,43.118,6.704,0.758,51.993,13.698,27.833,107.0
70.813,61.517,33.704,8.518,0.492,46.672,23.962,76.847,141.0
34.771,43.16,39.695,4.616,1.333,24.603,18.148,65.944,99.0
24.648,73.41,41.726,7.628,0.846,57.99,35.539,69.543,104.0
53.213,52.96,29.108,5.156,0.994,40.083,36.802,45.923,106.0
15.918,51.678,41.432,7.158,0.757,52.297,37.243,27.559,103.0
24.819,66.386,49.331,5.322,0.647,72.048,14.044,76.077,123.0
58.73,3.645,59.302,1.466,0.843,14.817,30.409,68.576,148.0
65.834,65.027,33.079,9.96,0.744,49.033,33.21,87.078,131.0
47.823,68.305,22.503,5.491,0.909,63.71,29.805,59.76,95.0
23.159,58.246,21.842,9.535,1.134,67.52,36.604,83.741,58.0
50.594,61.795,11.082,7.478,1.015,33.34,16.621,63.019,101.0
35.299,64.284,31.394,3.088,0.489,49.817,16.529,87.068,78.0
26.747,124.519,34.996,8.661,0.547,59.088,9.144,44.797,124.0
24.903,92.606,15.594,8.541,0.523,61.151,17.685,80.632,92.0
56.254,88.207,43.321,14.83,0.892,42.771,8.179,41.346,112.0
58.468,76.707,32.599,5.471,1.141,30.514,14.0,32.695,116.0
41.303,80.812,17.219,2.612,0.716,47.304,13.99,72.748,82.0
46.275,42.363,34.074,4.255,0.737,19.759,10.179,42.134,92.0
8.893,122.701,37.407,7.904,0.622,47.691,32.122,85.745,122.0
31.383,84.538,8.0,10.438,0.965,27.294,31.715,39.73,84.0
55.838,80.171,38.062,7.959,1.188,69.674,15.049,51.222,111.0
70.486,26.41,27.407,7.426,1.001,52.135,21.332,67.512,140.0
59.4,61.267,12.233,6.891,0.913,40.423,10.454,58.703,118.0
37.502,57.949,54.411,5.221,0.677,62.682,6.448,81.16,136.0
38.123,65.752,17.582,9.337,0.51,40.631,26.258,55.232,76.0
15.637,109.894,15.294,3.389,0.908,66.209,32.008,58.641,109.0
7.774,68.734,64.287,5.702,0.739,40.918,19.143,44.068,160.0
27.319,91.154,7.986,7.654,1.025,80.161,15.924,72.069,91.0
48.251,16.172,51.167,8.312,0.615,36.493,27.994,79.497,127.0
36.459,48.112,33.607,5.51,0.582,62.02,12.099,68.886,84.0
23.593,83.627,14.618,2.212,0.803,52.884,35.973,35.619,83.0
39.692,109.588,40.525,6.09,0.777,55.442,34.709,45.83,109.0
35.238,62.138,16.614,5.227,0.969,69.283,25.925,73.676,70.0
32.197,89.771,32.317,7.969,0.717,37.136,24.765,42.166,89.0
35.458,116.528,31.601,6.915,0.827,37.34,27.982,48.72,116.0
9.265,84.364,24.501,3.731,0.988,67.096,9.399,40.942,84.0
47.716,91.797,17.481,4.056,1.088,74.998,6.546,47.353,95.0
29.603,75.784,5.672,4.468,0.757,45.523,23.108,29.8,75.0
51.947,65.794,11.527,10.746,0.795,46.465,21.276,36.295,103.0
53.231,49.852,30.714,6.868,0.654,43.997,25.426,37.035,106.0
44.247,80.775,18.369,6.696,0.097,57.406,31.403,64.478,88.0
56.154,89.026,35.755,5.745,0.755,41.586,14.642,54.239,112.0
51.313,97.456,15.638,6.439,0.742,40.631,17.029,40.694,102.0
20.052,60.171,39.537,1.618,0.269,49.704,8.581,56.827,98.0
25.638,87.533,29.315,3.201,1.05,51.822,34.348,28.719,87.0
4.291,90.946,29.821,9.496,0.879,69.793,16.406,48.338,90.0
33.262,107.367,45.155,5.538,0.963,49.658,37.668,27.414,112.0
49.486,43.99,60.794,4.712,1.022,29.038,10.604,48.72,151.0
12.169,65.104,5.186,5.789,0.644,25.775,23.969,61.243,65.0
58.119,33.513,29.227,5.627,0.941,25.052,27.597,89.954,116.0
12.454,67.501,5.985,7.318,1.003,66.033,27.659,39.742,67.0
65.009,72.563,52.855,7.23,0.964,49.324,10.516,27.489,132.0
44.148,114.487,25.281,6.913,0.991,44.411,27.578,77.753,114.0
61.744,84.393,8.405,8.642,0.735,52.253,27.967,73.693,123.0
43.513,85.466,29.115,5.987,0.703,39.409,6.198,79.309,87.0
74.909,83.366,25.289,4.86,1.117,45.254,30.654,76.956,149.0
30.389,74.799,28.298,9.42,0.777,26.399,28.495,62.143,74.0
35.405,42.593,39.291,7.608,0.763,64.486,12.516,83.239,98.0
52.165,14.548,4.67,1.398,0.619,61.102,23.99,28.03,104.0
43.662,97.367,57.589,3.72,0.464,40.143,15.689,47.493,143.0
15.362,82.967,9.452,9.427,0.755,55.106,29.625,51.852,82.0
23.437,119.892,41.35,9.317,0.578,43.073,35.754,27.948,119.0
30.007,45.454,29.619,3.033,1.018,53.197,28.798,32.447,74.0
46.289,66.602,46.488,0.563,0.693,70.072,29.155,39.187,116.0
43.248,68.542,36.807,3.918,0.864,67.353,22.406,62.555,92.0
53.132,38.851,35.321,7.632,0.73,39.12,26.636,46.303,106.0
22.696,76.737,41.588,3.005,0.823,59.074,8.974,60.129,103.0
41.169,69.106,55.063,5.595,0.493,82.942,25.438,53.755,137.0
38.986,84.865,8.966,5.118,0.757,49.364,31.937,60.666,84.0
52.178,40.499,55.022,6.004,0.711,47.179,13.126,82.407,137.0
15.94,69.357,35.177,6.945,0.663,71.455,33.063,77.446,87.0
49.226,31.879,48.245,6.812,0.508,46.136,27.119,84.021,120.0
58.869,35.119,27.406,5.146,1.203,37.928,6.79,55.196,117.0
41.178,64.011,11.543,7.148,0.75,36.378,10.225,64.221,82.0
44.792,62.156,25.207,3.364,1.037,85.615,33.159,54.126,89.0
33.516,63.598,26.507,4.78,1.075,52.046,17.934,31.749,67.0
19.758,32.101,32.511,9.314,0.675,42.998,26.234,51.046,81.0
28.181,97.964,27.048,6.639,0.746,29.635,31.001,29.384,97.0
27.112,101.365,21.169,8.431,0.641,51.297,29.578,84.089,101.0
15.117,97.254,37.165,4.33,0.923,75.808,32.491,74.896,97.0
29.603,9.253,3.364,10.176,1.202,70.291,15.747,65.039,59.0
73.132,81.217,60.822,5.565,0.636,43.76,13.883,59.975,152.0
22.492,75.813,16.885,5.683,0.837,50.042,16.763,64.439,75.0
13.438,73.884,31.849,3.129,0.632,75.33,8.202,74.146,79.0
30.222,51.778,12.442,3.428,0.865,57.246,13.236,33.498,60.0
50.103,94.301,37.252,11.905,0.634,46.958,14.14,73.182,100.0
63.764,42.877,9.897,5.492,0.733,60.753,30.41,78.406,127.0
41.915,58.463,21.457,2.345,0.883,35.748,6.154,76.761,83.0
23.757,26.437,23.476,2.811,1.131,57.493,16.052,32.138,58.0
24.918,32.647,6.982,6.176,1.018,52.186,11.919,82.627,49.0
31.515,64.302,21.53,7.352,0.835,68.217,20.279,81.637,64.0
55.56,71.798,55.694,1.566,0.591,46.021,22.427,50.896,139.0
68.304,55.461,18.173,1.615,0.73,55.949,25.48,72.063,136.0
29.071,11.576,18.051,7.075,0.888,41.829,37.094,51.509,58.0
35.989,86.371,24.232,10.709,0.647,35.263,31.545,75.457,86.0
61.509,82.888,33.611,9.054,1.238,50.245,33.026,25.346,123.0
32.538,78.689,12.952,9.69,0.567,37.286,5.746,55.418,78.0
36.729,109.203,8.184,7.249,0.587,45.365,20.198,35.257,109.0
65.827,63.579,38.129,8.925,0.689,63.959,35.116,76.262,131.0
50.034,87.165,4.257,6.84,0.739,45.58,35.591,46.645,100.0
43.503,121.139,40.81,4.387,0.414,38.167,15.274,83.35,121.0
48.273,93.938,41.842,3.338,0.901,27.282,35.998,25.922,104.0
37.507,78.343,18.226,2.127,1.204,55.689,30.379,27.079,78.0
26.668,66.533,31.217,6.957,0.964,45.716,19.09,65.08,78.0
75.573,84.757,23.331,5.688,0.71,48.923,21.477,42.587,151.0
21.148,80.067,44.923,5.453,0.926,16.938,25.329,28.804,112.0
48.756,80.577,42.503,7.503,0.968,49.615,13.177,45.363,106.0
35.64,123.438,16.319,1.99,0.753,41.975,22.507,26.159,123.0
16.193,97.79,44.88,6.76,1.053,37.225,22.271,36.133,112.0
52.126,47.948,43.906,5.766,1.079,37.895,19.794,85.331,109.0
36.174,3.949,36.283,8.388,1.214,39.8,24.917,38.857,90.0
44.5,62.37,37.312,4.105,1.037,62.097,28.092,43.149,93.0
56.575,121.61,54.025,2.799,0.702,56.746,37.198,45.208,135.0
44.897,94.195,16.913,5.583,0.813,29.689,32.644,25.213,94.0
50.549,55.187,45.604,8.74,0.773,34.239,5.579,37.4,114.0
17.897,72.591,31.977,10.911,0.763,56.24,35.042,75.185,79.0
61.799,43.032,50.617,5.699,0.539,37.045,10.752,39.776,126.0
57.284,76.504,29.49,4.175,0.877,63.008,20.051,43.978,114.0
19.903,93.997,34.076,2.704,0.476,59.879,5.557,53.536,93.0
38.082,83.056,21.549,6.767,1.151,39.494,8.902,80.741,83.0
62.47,94.401,26.204,9.043,0.996,79.249,18.018,71.838,124.0
25.008,84.678,55.358,4.035,0.95,36.14,10.124,38.22,138.0
76.787,25.937,17.646,6.695,0.802,32.971,19.302,88.851,153.0
35.963,46.798,33.681,7.937,0.983,31.944,15.513,56.86,84.0
15.017,91.767,36.481,5.008,0.785,23.974,24.113,38.372,91.0
23.158,115.484,2.786,6.323,1.29,18.454,32.522,61.474,115.0
56.66,48.818,47.472,2.696,0.635,49.534,15.665,37.704,118.0
38.363,50.668,21.102,6.827,0.513,33.122,12.481,30.516,76.0
57.555,43.191,19.969,5.365,0.816,13.193,14.826,69.132,115.0
36.332,94.041,51.647,4.019,0.853,50.425,26.277,25.096,129.0
6.083,54.151,32.77,7.873,0.954,74.414,22.691,43.813,81.0
25.932,61.435,8.978,7.203,0.718,58.288,10.383,66.23,61.0
25.905,83.675,35.356,7.702,0.641,33.674,31.296,43.389,88.0
35.766,79.036,11.172,5.022,0.905,54.392,9.914,59.493,79.0
27.72,46.143,27.992,4.707,0.807,64.271,34.535,53.139,69.0
79.271,47.625,32.168,6.834,1.035,55.115,9.29,72.455,158.0
32.983,37.017,47.249,1.999,0.809,35.081,11.841,45.501,118.0
43.299,63.434,16.805,1.414,0.912,46.565,22.151,69.877,86.0
56.06,54.9,30.57,5.001,1.306,47.207,18.42,52.041,112.0
41.188,110.944,43.255,3.871,0.881,53.539,6.797,61.936,110.0
45.499,32.776,26.1,8.47,0.43,53.58,36.533,85.312,90.0
54.15,58.483,29.384,3.765,1.002,46.804,22.727,65.17,108.0
35.367,60.301,32.02,5.066,0.646,68.744,32.336,62.07,80.0
37.531,78.727,12.444,3.951,0.605,40.858,35.667,82.794,78.0
32.244,25.853,32.137,8.969,1.215,57.499,13.583,89.918,80.0
64.677,58.556,25.578,1.365,1.191,34.121,17.831,66.848,129.0
25.916,78.107,57.692,4.235,0.662,46.667,5.201,48.855,144.0
66.71,106.502,38.392,5.799,1.118,49.45,21.756,80.075,133.0
57.897,29.639,24.612,5.745,0.962,37.031,5.623,44.096,115.0
59.036,65.277,40.995,3.591,1.137,39.581,8.226,35.679,118.0
42.035,88.973,25.48,7.458,0.764,57.969,23.697,70.339,88.0
58.391,83.978,45.575,7.259,0.702,58.952,25.715,67.746,116.0
25.781,72.396,40.855,7.022,0.625,37.832,27.326,59.948,102.0
24.44,34.628,32.405,4.169,1.403,31.152,11.811,33.799,81.0
36.803,54.124,35.002,3.562,1.01,35.216,10.47,88.747,87.0
45.468,77.635,22.555,9.149,0.243,50.579,9.548,84.776,90.0
41.92,62.454,16.816,7.882,0.995,37.22,33.141,52.998,83.0
65.129,77.13,37.832,7.816,0.868,46.984,24.801,87.419,130.0
55.305,108.645,42.063,6.743,0.756,60.974,35.108,52.31,110.0
20.132,51.848,23.495,4.796,0.998,36.674,30.717,37.519,58.0
31.253,70.227,23.464,5.839,1.36,36.602,28.762,37.788,70.0
58.289,77.792,50.369,5.51,0.736,61.997,21.805,83.562,125.0
27.303,57.516,45.074,8.383,0.731,61.926,26.594,29.463,112.0
53.902,139.076,26.487,5.824,0.681,52.397,20.731,44.99,139.0
44.548,21.613,36.862,6.917,0.892,21.872,14.31,86.141,92.0
38.354,86.034,25.773,4.558,1.43,32.06,27.915,50.685,86.0
58.329,60.709,15.8,0.843,1.26,66.713,6.409,84.113,116.0
88.921,84.832,47.644,2.662,0.624,36.301,9.236,47.251,177.0
56.028,49.536,40.132,7.051,0.917,42.251,20.059,77.034,112.0
63.835,82.151,27.039,6.928,0.325,66.534,11.922,49.811,127.0
34.507,107.01,24.925,5.128,0.903,63.017,16.872,82.112,107.0
32.664,66.123,46.405,11.215,0.69,62.594,37.818,47.563,116.0
47.869,88.88,30.057,8.648,0.574,43.438,6.995,45.934,95.0
42.834,31.234,3.193,3.149,1.033,53.011,11.735,68.325,85.0
45.255,63.209,21.877,6.95,0.991,54.194,30.459,83.305,90.0
13.09,100.322,30.255,5.699,0.771,22.771,32.375,51.892,100.0
20.165,63.684,18.317,9.607,0.795,58.832,31.86,66.58,63.0
32.174,64.918,30.365,6.65,0.676,35.714,10.764,86.042,75.0
25.861,76.554,54.065,5.963,0.813,52.359,12.904,73.206,135.0
44.987,46.86,21.532,5.386,0.686,24.249,37.347,25.694,89.0
49.727,87.267,38.942,7.863,1.088,75.944,26.138,28.988,99.0
51.247,63.187,15.062,11.47,0.838,42.74,23.071,81.402,102.0
35.595,74.413,45.277,2.915,1.095,64.048,36.866,78.956,113.0
50.095,77.2,29.0,6.921,1.192,74.367,32.035,81.099,100.0
61.345,47.912,50.806,1.497,0.673,57.348,24.25,74.563,127.0
17.505,25.615,6.063,3.026,0.667,56.509,30.698,47.809,35.0
30.377,82.21,36.983,6.027,0.504,58.857,19.541,86.288,92.0
43.239,84.504,39.227,15.565,0.447,62.213,22.603,89.887,98.0
47.254,50.504,17.181,1.308,0.55,55.47,6.513,89.379,94.0
26.649,54.333,37.006,7.275,0.423,38.368,34.629,71.951,92.0
58.973,94.568,33.258,2.754,1.02,54.971,27.312,41.836,117.0
58.426,71.941,32.986,1.737,0.714,46.543,16.743,89.991,116.0
35.444,73.533,23.534,8.394,0.9,33.773,19.626,56.271,73.0
70.523,71.579,32.146,5.335,0.745,25.799,26.043,83.243,141.0
62.481,112.996,44.625,6.142,0.71,14.709,6.055,28.782,124.0
64.8,42.204,43.991,9.159,1.277,30.897,31.376,85.388,129.0
21.248,60.93,37.205,11.206,0.914,50.362,22.438,54.085,93.0
54.506,76.653,30.733,6.061,0.981,38.453,13.881,45.8,109.0
17.888,93.869,47.142,2.562,0.746,50.275,21.901,39.366,117.0
32.805,61.82,15.078,4.656,1.091,26.406,32.29,79.693,65.0
22.447,73.248,21.679,7.574,1.162,29.252,20.078,70.961,73.0
44.537,58.99,21.636,0.345,0.793,63.274,22.417,64.519,89.0
66.892,81.358,18.514,9.322,0.652,26.054,22.109,60.101,133.0
62.171,55.372,49.106,2.987,0.698,69.464,36.602,64.345,124.0
48.521,110.62,42.859,12.664,1.057,32.821,27.951,58.237,110.0
37.314,68.438,44.763,8.875,0.851,13.698,32.973,57.686,111.0
59.378,58.477,38.844,2.03,0.76,41.315,6.283,68.147,118.0
62.122,80.388,24.996,2.972,0.863,50.841,9.101,37.054,124.0
40.505,97.038,41.198,4.868,0.687,51.602,13.567,29.651,102.0
23.478,1.194,17.987,6.782,1.173,49.603,28.548,39.245,46.0
56.53,61.026,54.892,8.638,0.665,42.389,7.525,62.098,137.0
45.749,55.224,24.133,8.048,0.866,66.722,16.579,80.949,91.0
32.764,41.407,2.994,5.712,0.781,26.748,14.063,46.85,65.0
27.26,57.681,27.968,4.931,0.59,36.912,10.606,50.09,69.0
41.463,95.094,40.417,7.615,0.996,47.044,10.211,77.241,101.0
59.089,38.219,36.37,3.079,0.624,55.692,27.782,26.982,118.0
32.366,65.185,32.256,8.343,0.414,76.005,26.137,40.041,80.0
43.954,58.642,47.908,3.175,0.833,22.508,8.197,73.692,119.0
52.485,107.34,36.715,2.88,1.035,61.634,5.774,67.878,107.0
7.448,61.813,44.394,9.66,0.355,20.508,32.238,85.985,110.0
43.637,35.842,47.976,5.977,1.266,27.144,14.891,53.94,119.0
36.793,66.554,47.667,4.347,0.661,61.884,18.816,56.01,119.0
34.663,67.134,39.093,7.202,1.016,58.083,26.082,77.298,97.0
32.928,54.536,22.545,6.029,0.651,30.437,15.807,44.515,65.0
27.152,38.633,40.897,5.755,0.987,37.332,5.288,40.696,102.0
46.207,76.264,41.187,2.402,0.341,38.23,34.721,81.969,102.0
30.958,58.531,39.517,6.192,1.17,30.386,32.569,36.278,98.0
57.557,40.594,28.917,7.709,0.683,57.803,33.709,79.373,115.0
6.951,88.231,0.173,7.662,0.831,68.398,32.405,78.672,88.0
39.893,51.415,35.839,1.681,0.562,61.695,31.7,74.934,89.0
52.709,95.503,5.358,5.501,0.57,7.347,7.668,70.496,105.0
25.091,103.419,41.096,7.702,0.85,59.585,32.163,60.307,103.0
46.676,31.398,31.422,5.058,1.077,61.054,15.226,77.388,93.0
43.857,52.254,0.479,5.35,0.761,86.666,7.647,36.119,87.0
14.642,59.997,44.312,7.438,1.155,64.704,31.23,67.513,110.0
12.001,83.341,40.165,3.622,0.896,57.507,37.768,35.04,100.0
38.486,66.529,26.533,7.44,0.352,46.382,8.845,80.98,76.0
52.513,90.421,55.957,5.784,0.56,27.296,24.847,79.271,139.0
39.513,58.628,32.974,4.85,0.492,18.849,11.559,51.665,82.0
34.722,96.646,11.173,8.059,0.379,70.414,33.238,38.23,96.0
47.03,62.025,34.265,7.55,0.975,15.664,12.04,67.669,94.0
46.728,89.049,59.762,7.693,0.742,54.978,16.612,40.194,149.0
42.682,101.725,25.247,2.626,0.613,67.181,35.961,79.059,101.0
46.378,69.961,28.957,3.162,1.097,40.647,20.341,46.139,92.0
14.591,85.664,14.159,2.645,0.712,47.792,27.019,77.476,85.0
77.453,43.409,34.22,7.393,0.666,37.469,16.002,58.276,154.0
35.356,67.623,23.811,4.651,0.472,46.395,37.225,66.177,70.0
48.592,38.304,37.832,6.437,0.702,57.663,31.318,65.529,97.0
54.21,104.722,40.106,7.676,0.94,53.042,14.041,39.295,108.0
29.953,81.774,26.698,8.176,0.955,8.09,18.186,32.909,81.0
23.662,49.082,18.95,6.717,0.946,27.041,36.985,38.221,49.0
37.779,38.377,20.889,4.471,0.939,69.521,11.05,87.908,75.0
39.961,62.796,16.778,9.442,0.743,32.602,13.237,67.851,79.0
37.592,45.341,24.991,6.552,0.774,43.2,14.6,88.07,75.0
15.25,80.05,33.992,7.906,1.054,46.66,12.21,48.881,84.0
17.499,92.826,34.463,7.727,0.773,52.075,25.78,81.33,92.0
68.255,64.191,39.544,6.323,0.76,61.525,28.385,80.238,136.0
27.443,86.278,31.89,6.547,0.662,70.465,6.351,76.389,86.0
27.694,42.903,21.922,2.623,1.069,45.818,36.541,59.636,55.0
38.821,66.465,13.96,0.541,0.654,53.73,22.432,56.715,77.0
27.538,43.14,25.663,3.672,0.732,23.085,37.758,76.977,64.0
37.312,61.581,21.468,10.392,1.142,50.522,30.632,42.961,74.0
22.7,72.673,49.919,6.127,0.76,62.951,21.138,69.483,124.0
50.748,35.844,35.281,5.191,0.98,21.124,6.334,56.648,101.0
49.768,55.201,11.676,4.462,0.96,43.678,18.226,57.943,99.0
